"TABLENAME","CNNAME","KINDS","PKCOLUMN","MEMO"
"ZX_BMS_STQTY_SUM_V","","2","",""
"ZX_GPCS_RETURNANDSUPPLY1_V","","2","",""
"ZX_GPCS_RETURNANDSUPPLY_V","","2","",""
"VW_TB_SCRAP_LS","","2","",""
"VW_TB_STORAGE1","","2","",""
"VW_TB_STORAGE_LS","","2","",""
"V_SCANTASK_DOC_JXGW","","2","",""
"V_SCANTASK_DOC_JXHH","","2","",""
"V_SCANTASK_DTL_JXGW","","2","",""
"V_SCANTASK_DTL_JXHH","","2","",""
"YP_CG_STEP_PS","","2","",""
"Y_TEST_V","","2","",""
"ZX_AJL_I_V","","2","",""
"ZX_AJL_P_V","","2","",""
"ZX_AJL_S_V","","2","",""
"ZX_BILLINGMSG_DOC_V","","2","",""
"ZX_BILLINGMSG_DTL_V","","2","",""
"ZX_BILLINGMSG_YDB_DOC_V","","2","",""
"ZX_BMS_CALC_BUSI_STQTY_V","","2","",""
"ZX_BMS_CONTRASTPRICE_V","","2","",""
"ZX_BMS_RETAILCENTER_V","","2","",""
"ZX_BMS_SU_TOTAL_REBATELADDER_V","","2","",""
"ZX_CASHCOUPON_RANGE_DOC_V","","2","",""
"ZX_CASHCOUPON_RANGE_DT_V","","2","",""
"ZX_CASHCOUPON_V","","2","",""
"ZX_DOUBT_MEMBERCARD_V","","2","",""
"ZX_GOODS_EMPHASI_V","","2","",""
"ZX_GPCS_INSIDER_LEVEL_V","","2","",""
"ZX_GPCS_INSIDER_V","","2","",""
"ZX_GPCS_ONWAY_V","","2","",""
"ZX_GPCS_PLACEPOINT_DOC_V","","2","",""
"ZX_GPCS_PLACEPOINT_DTL_V","","2","",""
"ZX_GPCS_PLACEPOINT_TYPE_V","","2","",""
"ZX_GPCS_PLACEPOINT_V","","2","",""
"ZX_GPCS_REQ_CIRCLE_V","","2","",""
"ZX_GPCS_REQ_ONWAY_V","","2","",""
"ZX_GPCS_REQ_SET_DTL_V","","2","",""
"ZX_GPCS_REQ_SET_V","","2","",""
"ZX_GPCS_SPECIAL_GOODS_DOC_V","","2","",""
"ZX_GPCS_SPECIAL_GOODS_DTL_V","","2","",""
"ZX_GPCS_TEMPLATE_DOC_V","","2","",""
"ZX_GPCS_TEMPLATE_DTL_V","","2","",""
"ZX_GRESA_BREAKSALES_V","","2","",""
"ZX_GRESA_SA_SET_DOC_V","","2","",""
"ZX_GRESA_SA_SET_DTL_V","","2","",""
"ZX_GROUPGOODS_DOC_V","","2","",""
"ZX_GROUPGOODS_DTL_V","","2","",""
"ZX_GROUPGOODS_V","","2","",""
"ZX_ISCHAINAPPROVE_V","","2","",""
"ZX_ISCHAINBACKAPPROVE_V","","2","",""
"ZX_KCPHB_V","","2","",""
"ZX_LOOK_GOODS_V","","2","",""
"ZX_PM_EDI_QUEUE_CUSTOMER_V","","2","",""
"ZX_PM_EDI_QUEUE_GOODS_V","","2","",""
"BMS_ENTRY_CALC_USEMM","","1","SEQID",""
"BMS_ENTRY_CALC_LOG","","1","SEQID",""
"ZX_BMS_ST_BUSI_DTL","","1","GOODSID,ENTRYID,STORAGEID",""
"ZX_GOODS_PICTURE_APPROVE","","1","APPID",""
"ZX_GOODS_PICTURE_APPROVE_DTL","","1","APPDTLID",""
"ZX_ENTRY_SET_PICTRUE","","1","PICID",""
"ZX_ENTRY_APPROVE_PICTURE","","1","PICID",""
"ZX_COMPANY_PICTURE_APPROVE_DTL","","1","APPDTLID",""
"ZX_OTHER_PICTURE_APPROVE_DTL","","1","APPDTLID",""
"LY_ZX_BMS_ST_AQKC","","1","SEQID",""
"PUB_ALTER_GOODS_DOC","","1","DOCID",""
"PUB_ALTER_GOODS_DTL","","1","DTLID",""
"ZX_LYZY_BARCODE_PRINT_V","","2","",""
"ZX_LYZY_EMPLOYEE_V","","2","",""
"ZX_LYZY_WEIGHTUNIT_V","","2","",""
"ZZ_DEPOTSALE","","2","",""
"ZZ_GATHER_QRY","","2","",""
"PM4_ZZDYF_DEPOT_NEWOLD","","1","",""
"BMS_BATCH_ENTRY_V","","2","",""
"TMP","","1","",""
"BMS_SK_IO_DOC_TMP","","1","",""
"TMP_SMDYF","","1","",""
"TMP_PLACEPOINT_POS","","1","",""
"TMP_SUSET_INVNO","","1","",""
"PM4_SMDYF_GOODS_TO_SUPPLYER","","1","",""
"ERPUPDATERECORD","","1","SEQID",""
"ZX_GRESA_SA_SET_DOC","","1","SETDOCID",""
"ZX_GRESA_SA_SET_DTL","","1","SETDTLID",""
"ZX_ZH_GOODS_ZB","","1","GOODSID",""
"ZX_FZLY_GOODS_ZB","","1","GOODSID",""
"ZX_PTLY_OLD_NEW_CUSTOMER","","1","",""
"ZX_PTLY_OLD_NEW_GOODS","","1","",""
"ZX_GRESA_BREAKSALES","","1","SEQID",""
"BMS_SU_IMP_TMP_BAK","","1","",""
"BMS_SUSET_IMP_TMP_BAK","","1","",""
"ZX_OLDFIRST_SALE","","1","",""
"BMS_SA_ACC_DAY","","1","SEQID",""
"PM4_PTDYF_SUPPLY_NEWOLD","","1","",""
"PM4_PTDYF_DEPOT_NEWOLD","","1","",""
"PM4_PTDYF_GOODS","","1","",""
"PM4_PTDYF_GOODS_NEWOLD","","1","",""
"TMP_BIGPACKQTY","","1","",""
"ZX2_GOODS_TXM_XLQ","","1","",""
"LS2","","1","",""
"PM4_NDLY_GOODS_NEWOLD","","1","",""
"PM4_QZDYF_GOODS","","1","",""
"PM4_QZDYF_GOODS_NEWOLD","","1","",""
"PM4_QZDYF_DEPOT_NEWOLD","","1","",""
"TMP_SUSET_IMP","","1","",""
"PM4_QZDYF_GOODS_TO_SUPPLYER","","1","",""
"ZX2_TMP_GPCS_INSIDER","","1","",""
"PM4_QZDYF_SUPPLY_NEWOLD","","1","",""
"T_RECEIPT_DOC","","1","DOCID",""
"PM4_SMLY_GOODS_NEWOLD","","1","",""
"BMS_ENTRY_PRALTER_DTL_IMP","","1","",""
"ZX_GPCS_REQ_SET","","1","DOCSEQID",""
"ZX_GPCS_REQ_SET_DTL","","1","DTLSEQID",""
"ZX_GOODS_SALE_M","","1","",""
"GPCS_ACCEPTRETURNDTL_HIS","","1","",""
"T_WORKLOAD_DTL","","1","WORKDTLID",""
"T_WORKLOAD","","1","SEQID",""
"ZX_GPCS_REQ_CIRCLE","","1","SEQID",""
"ZX_GOODS_SALE_OLD","","1","",""
"PM4_ZZDYF_SUPPLY_NEWOLD","","1","",""
"PM4_ZZDYF_GOODS","","1","",""
"PM4_ZZDYF_SET_USERS","","1","",""
"ZX_GPCS_TEMPLATE_DOC","","1","ZXDOCID",""
"ZX_GPCS_TEMPLATE_DTL","","1","ZXDTLID",""
"ZX_GPCS_SPECIAL_GOODS_DOC","","1","ZXDOCID",""
"ZX_GPCS_SPECIAL_GOODS_DTL","","1","ZXSPID",""
"ZX_DOUBT_MEMBERCARD","","1","ZXMID",""
"RESA_PROM_SINGLEDISCOUNT","","1","PROMPRESENTID",""
"ZX_CASHCOUPON_RANGE_DOC","","1","ZXDOCCASHID",""
"ZX_CASHCOUPON_RANGE_DTL","","1","ZXDTLCASHID",""
"ZX_CASHCOUPON","","1","ZXCASHSTEID",""
"ZX_PUB_GOODS_PICTURE","","1","PICTUREID",""
"ZX_SUPPLYER_NEWGOODS","","1","NEWGOODSID",""
"ZX_SUPPLYER_NEWGOODS_DEAL","","1","ID",""
"ZX_BMS_CONTRASTPRICE","","1","ID",""
"ZZ_INOUTID_KEEPINAG","","1","",""
"ZX_GROUPGOODS_DOC","","1","ZXID",""
"ZX_GROUPGOODS_DTL","","1","ZXDTLID",""
"T_SU_PLAN","","1","SEQID",""
"ZX_GOODS_EMPHASI","","1","ZXID",""
"ZX_SPECI_GOODS","","1","SPID",""
"ZX_GPCS_PLACEPOINT_TYPE","","1","ZXPID",""
"ZX_GPCS_INSIDER_LEVEL","","1","ZXID",""
"ZX_PUB_COMPANY_SCOPE","","1","SEQID",""
"PM4_FLD_GOODS","","1","",""
"ZX_XSERVER_CONF","","1","SEQID",""
"T_ZYYPQDJL","","1","ID",""
"BMS_CERT_DOC_TMP","","1","SEQID",""
"ZX_ISCHAINAPPROVE","","1","ZXID",""
"ZX_YEAR_HOV","","1","ID",""
"ZX_GPCS_PLACEPOINT_DOC","","1","ZXDOCID",""
"ZX_GPCS_PLACEPOINT_DTL","","1","ZXDTLID",""
"OTCDOCTORINFOR","","1","OTCDOCID",""
"OTCCUSTOMEINFOR","","1","OTCCUSID",""
"BMS_SU_REBATE_REC_DOC","","1","DOCID",""
"BMS_SU_REBATE_REC_DTL","","1","DTLID",""
"ZX_ISCHAINBACKAPPROVE","","1","ZXID",""
"ZX_BMS_SU_TOTAL_REBATELADDER","","1","LADDERDTLID",""
"GPCS_SUPPLYTORETURN","","1","",""
"BMS_SK_REM_BK","","1","",""
"GSP_LOT_ALTER_APPROVE","","1","APPROVEID",""
"GSP_LOT_TMP","","1","SEQID",""
"BMS_EMPLOYEE_SIGN_RECORD","","1","RECORDID",""
"ZX_REPLACE_GOODS_DEF","","1","SEQID",""
"T_ERPMODIFYAPPLY","","1","T_ERPMODIFYAPPLY_ID",""
"ZX_SUPPLYER_NEWGOODS_DTL","","1","NEWGOODSDTLID",""
"BMS_SU_ACC_DAY","","1","SEQID",""
"GPCS_INSIDER_INTEGRALINFO_BAK","","1","",""
"BMS_SU_ACC_DAY_GOODS","","1","SEQID",""
"ZX_XYUE_GOODSFX","","1","",""
"ZX_XYUE_GOODSFX_YM","","1","",""
"ZX_XYUE_GOODSFX_PM","","1","",""
"ZX_XYUE_GOODSFX_SU","","1","",""
"ZX_XYUE_YM_SA","","1","",""
"ZX_XYUE_GOODSFX_2011_YM","","1","",""
"ZX_XYUE_GOODSFX_2012_YM","","1","",""
"ZX_XYUE_GOODSFX_2013_YM","","1","",""
"ZX_XYUE_GOODSFX_2014_YM","","1","",""
"ZX_XYUE_YM_SA_PM","","1","",""
"T_YSZLFXB","","1","SEQID",""
"ZX_YANG_JT","","1","",""
"ZX_XYUE_YM_PUBGOODS","","1","",""
"ZX_XYUE_YM_SU","","1","",""
"ZX_IPO_PUB_CUSTOMER_RE","","1","",""
"ZX_IPO_SA","","1","",""
"ZX_IPO_SA2014","","1","",""
"ZX_IPO_SUBACK","","1","",""
"ZX_IPO_SABACK","","1","",""
"T_YUFZLFXB","","1","SEQID",""
"TMP_SALE","","1","",""
"ZX_XYUE_GOODSFX_20150206","","1","",""
"ZX_XYUE_GOODSFX_PUB_GOODS","","1","",""
"ZX_XYUE_GOODSFX_QX20150211MX","","1","",""
"ZX_XYUE_GOODSFX_SA_20150211","","1","",""
"ZX_IPO_BMS_SA_SETTLE_QRY_V","","1","",""
"ZX_XYUE_GOODSFX_20150210","","1","",""
"ZX_XYUE_TESTTOTAL","","1","",""
"ZX_XYUE_GOODSFX_QX20150211","","1","",""
"ZX_XYUE_GOODSFX_SA","","1","",""
"T_CGZLFXBHS","","1","SEQID",""
"T_CGZLFXBBHS","","1","SEQID",""
"ZX_IPO_CUSTOM20140214","","1","",""
"ZX_IPO_GOODS20140214","","1","",""
"ZX_BILLINGMSG_YDB_DTL","","1","",""
"ZX_XYUE_JQB","","1","",""
"PM4_QZDYF_SET_STORERPOS","","1","",""
"PM4_ZZDYF_GOODS_TO_SUPPLYER","","1","",""
"LY_IMP_GOODS1","","1","",""
"ZX_XYUE_GOODSFX_2014","","1","",""
"ZX_XYUE_GOODSFX_2011","","1","",""
"ZZ_PTO_APPLY","","1","",""
"TMP_POS","","1","",""
"TMP_NGPCS_PRICE_ALL","","1","",""
"ZX_XYUE_GOODSFX_2012","","1","",""
"ZX_XYUE_GOODSFX_2013","","1","",""
"ZYC_GOODS_TEMP","","1","",""
"ZX_IPO_SA_PUBCUSTOMER","","1","",""
"BMS_SA_ACC_DAY_V","","2","",""
"BMS_SA_ACC_DAY_VIEW","","2","",""
"BMS_SU_ACC_DAY_GOODS_V","","2","",""
"BMS_SU_ACC_DAY_GOODS_VIEW","","2","",""
"BMS_SU_ACC_DAY_V","","2","",""
"BMS_SU_ACC_DAY_VIEW","","2","",""
"BMS_SU_DEALING_GOODS_RSADTL_V","","2","",""
"BMS_SU_REBATE_REC_DOC_V","","2","",""
"BMS_SU_REBATE_REC_DTL_V","","2","",""
"BMS_TR_FETCH_DTL_SHGL","","2","",""
"CUSTOMER_APPROVE_STA","","2","",""
"ERPUPDATERECORD_V","","2","",""
"GOODSVALID_V","","2","",""
"GOODS_APPROVE_STA","","2","",""
"GRESA_SA_TICK_V","","2","",""
"GSP_LOT_ALTER_APPROVE_V","","2","",""
"GSP_LOT_TMP_V","","2","",""
"HOV_CUSTOM_SUPPLY","","2","",""
"LY_ZX_BMS_SADTL_V","","2","",""
"LY_ZX_BMS_SA_EXAM1_V","","2","",""
"LY_ZX_BMS_SA_EXAM2_V","","2","",""
"LY_ZX_BMS_SA_EXAM_V","","2","",""
"LY_ZX_BMS_SA_GOODSINTE1_V","","2","",""
"LY_ZX_BMS_SA_GOODSINTE3_V","","2","",""
"LY_ZX_BMS_SA_GOODSINTE4_V","","2","",""
"LY_ZX_BMS_SA_GOODSINTE_V","","2","",""
"LY_ZX_BMS_SA_KHPS_V","","2","",""
"LY_ZX_BMS_SA_KHSL_V","","2","",""
"LY_ZX_BMS_SA_KHYF_V","","2","",""
"LY_ZX_BMS_ST_ZXLST_V","","2","",""
"LY_ZX_BMS_SUDTL_V","","2","",""
"LY_ZX_BMS_SU_AQKC_V","","2","",""
"LY_ZX_BMS_SU_AQKC_ZH_V","","2","",""
"LY_ZX_BMS_SU_KC1_V","","2","",""
"LY_ZX_BMS_ZXFXB_V","","2","",""
"LY_ZX_BUSI_QTY_V","","2","",""
"LY_ZX_CUSTOM_VARIETY_LST_V","","2","",""
"LY_ZX_GOODS_VARIETY_LST_V","","2","",""
"LY_ZX_SA_REC_LST_V","","2","",""
"LY_ZX_SA_UNREC_LST_V","","2","",""
"LY_ZX_SUDTL_LST_V","","2","",""
"LY_ZX_SUPPLY_VARIETY_LST_V","","2","",""
"LY_ZX_SU_NOTSET_V","","2","",""
"LY_ZX_SU_PAY_V","","2","",""
"LY_ZX_SU_UNPAY_KC_V","","2","",""
"LY_ZX_SU_UNPAY_V","","2","",""
"LY_ZX_WMS_GTOE_ERROR_V","","2","",""
"LY_ZX_WS_FZLY_V","","2","",""
"LY_ZX_ZHJSC_V","","2","",""
"LY_ZX_ZHLSJC_SA_V","","2","",""
"NGPCS_GSP_RSASALEBACK_V","","2","",""
"OFLSQUERY_V","","2","",""
"OTCCUSTOMEINFOR_V","","2","",""
"OTCDOCTORINFOR_V","","2","",""
"PUB_ENTRY_GOODS_V1","","2","",""
"RESA_PROM_SINGLEDISCOUNT_V","","2","",""
"SUPPLY_APPROVE_STA","","2","",""
"T_CGZLFXBBHS_VIEW","","2","",""
"T_CGZLFXBHS_VIEW","","2","",""
"T_ERPMODIFYAPPLY_V","","2","",""
"T_RECEIPT_DOC_V","","2","",""
"T_SU_PLAN_V","","2","",""
"T_WORKLOAD_DTL_V","","2","",""
"T_WORKLOAD_V","","2","",""
"T_YSZLFXB_VIEW","","2","",""
"T_YUFZLFXB_VIEW","","2","",""
"T_ZXHPFXB","","2","",""
"T_ZYYPQDJL_V","","2","",""
"VW_TB_CHECKDIFF_LS","","2","",""
"VW_TB_CUSINFO_LS","","2","",""
"VW_TB_INSTORAGE1","","2","",""
"VW_TB_INSTORAGE_LS","","2","",""
"VW_TB_OUTSTORAGE1","","2","",""
"VW_TB_OUTSTORAGE_LS","","2","",""
"RPT_RESA_NOSALE_MONTH_V","","2","",""
"RPT_RESA_PROM_FAVOUR_DAY","","1","",""
"RPT_RESA_PROM_FAVOUR_DAY_V","","2","",""
"RPT_RESA_PROM_PRESENT_DAY","","1","",""
"RPT_RESA_PROM_PRESENT_DAY_V","","2","",""
"RPT_RESA_REC_DAY","门店销售日报（收款员+收款方式）","1","",""
"RPT_RESA_REC_DAY_V","门店销售日报（收款员+收款方式）","2","",""
"RPT_RESA_RSACLASS_DAY","门店销售月报（班次）","1","",""
"RPT_RESA_RSACLASS_DAY_V","","2","",""
"RPT_RESA_RSACLASS_MONTH","门店销售月报（班次）","1","",""
"RPT_RESA_RSACLASS_MONTH_V","","2","",""
"RPT_RESA_SALERATE_MONTH","门店动销率月报","1","",""
"RPT_RESA_SALERATE_MONTH_V","","2","",""
"RPT_RESA_SEC_MONTH","门店销售月报（医保结构）","1","",""
"RPT_RESA_SEC_MONTH_V","","2","",""
"RPT_RESA_SECST_MONTH","门店库存月报（医保结构）","1","",""
"RPT_RESA_SECST_MONTH_V","","2","",""
"RPT_RESA_STRATE_MONTH","门店周转月报","1","",""
"RPT_RESA_STRATE_MONTH_V","","2","",""
"RPT_RESA_VARIETY_DAY","","1","",""
"RPT_RESA_VARIETY_DAY_V","","2","",""
"RPT_RESA_VARIETY_MONTH","","1","",""
"RPT_RESA_VARIETY_MONTH_V","","2","",""
"RPT_SA_CITY_MONTH","","1","",""
"RPT_SA_CLASS_MONTH","","1","",""
"RPT_SA_CLASS_MONTH_V","","2","",""
"RPT_SA_COUNTRY_MONTH","","1","",""
"RPT_SA_CUSTOM_MONTH","","1","",""
"RPT_SA_CUSTOM_MONTH_V","","2","",""
"RPT_SA_CUSTOMTYPE_MONTH","","1","",""
"RPT_SA_CUSTOMVARIETY_MONTH","","1","",""
"RPT_SA_DESC_MONTH","","1","",""
"RPT_SA_DESC_MONTH_V","","2","",""
"RPT_SA_FACTORY_MONTH","","1","",""
"RPT_SA_FACTORY_MONTH_V","","2","",""
"RPT_SA_GOODS_MONTH","","1","",""
"RPT_SA_GOODS_MONTH_V","","2","",""
"RPT_SA_MONTH","销售月报","1","",""
"RPT_SA_MONTH_V","","2","",""
"RPT_SA_PROVINCE_MONTH","","1","",""
"RPT_SA_SALER_MONTH","","1","",""
"RPT_SA_SALER_MONTH_V","","2","",""
"GSP_GOODS_COMPLAINTINFO_V","","2","",""
"GSP_RECALL_ADDSARETURN_HOV_V","药品召回勾兑hov视图","2","",""
"NMRMS_FLOW_IMPTMP16","","1","",""
"NMRMS_FLOW_IMPTMP17","","1","",""
"NMRMS_FLOW_IMPTMP18","","1","",""
"NMRMS_FLOW_IMPTMP19","","1","",""
"NMRMS_FLOW_IMPTMP20","","1","",""
"NMRMS_FLOW_IMPTMP22","","1","",""
"NMRMS_FLOW_IMPTMP23","","1","",""
"NMRMS_FLOW_IMPTMP41","","1","",""
"NMRMS_FLOW_IMPTMP42","","1","",""
"NMRMS_FLOW_IMPTMP43","","1","",""
"NMRMS_FLOW_IMPTMP44","","1","",""
"NMRMS_FLOW_IMP_NAT","","1","PK",""
"NMRMS_FLOW_IMP_NAT1","","1","",""
"NMRMS_FLOW_IMP_ZIP","","1","IMPID",""
"NMRMS_FLOW_PLAN_SETUP","","1","PLANID",""
"NMRMS_FLOW_PLAN_SETUP_DTL","","1","PLANDTLID",""
"NMRMS_FLOW_READDB_TMP","","1","SEQID",""
"GSP_EQUIPMENT_USE_RECORD","","1","SEQID",""
"GSP_QUALITY_ACCIDENT_REP","","1","SEQID",""
"GSP_TRAIN_ASSESS_DOC","","1","ASSESSDOCID",""
"GSP_TRAIN_ASSESS_DTL","","1","ASSESSDTLID",""
"GSP_TRAIN_PLAN_DOC","","1","PLANDOCID",""
"GSP_TRAIN_PLAN_DTL","","1","PLANDTLID",""
"LY_IMP_CUSTOM","","1","",""
"LY_IMP_CUSTOM_INV","","1","",""
"LY_IMP_CUSTOM_LINK","","1","",""
"LY_IMP_CUSTOM_SALER","","1","",""
"LY_IMP_ENTRY_GOODS","","1","",""
"LY_IMP_GOODS","","1","",""
"LY_IMP_GOODS_RELETE","","1","",""
"LY_IMP_SUPPLY","","1","",""
"NMRMS_HR_POST_DTL","","1","POSTDTLID",""
"NP_EFILES_DIR","","1","DIRID",""
"NP_EFILES_DIR_AUTH","","1","SEQID",""
"NP_EFILES_FILE","","1","FILEID",""
"NP_EFILES_FILE_AUTH","","1","SEQID",""
"NP_EFILES_LOG","","1","LOGID",""
"NP_EFILES_OP","","1","OPID",""
"NP_EFILES_OP_FILE","","1","FILEID",""
"NP_EFILES_ORDER","","1","ORDERID",""
"NP_EFILES_PARAM","","1","SEQID",""
"NSNS_EMPLOYEE","","1","EMPLOYEEID",""
"NSNS_EMPLOYEE_CONTACTMAN","","1","SEQID",""
"NSNS_MESSAGE","","1","MSGID",""
"NSNS_MESSAGE_READED","","1","SEQID",""
"NSNS_MESSAGE_UNREAD","","1","SEQID",""
"NSNS_PARAMS","","1","PARAMNAME",""
"RESA_PHARMACIST","","1","EMPLOYEEID",""
"T330","","1","GOODSOWNERID,LORDERID,OPERATIONTYPE,LORDERDTLID",""
"T330_HIS","","1","",""
"T410_HIS","","1","",""
"ZX_BMS_SA_INVOICE","","1","INVOICEID",""
"ZX_BMS_SA_INVTOSET","","1","",""
"ZX_BMS_SA_SAINVOICE","","1","",""
"ZX_BMS_SU_PAYAPPLY_DOC","","1","PAYAPPLY_ID",""
"ZX_BMS_SU_PAYAPPLY_DTL","","1","PAYAPPLYDTL_ID",""
"ZX_CALCPLANPAYDATE_ERRORLOG","","1","ERRORID",""
"ZX_COMPENSATE_POLICY","","1","POLICYID",""
"ZX_CURRENT_STQTY","","1","RECORDSID",""
"ZX_DTC_DOCTORMANAGE","","1","DOCTORID",""
"ZX_DTC_MEMBERMANAGE","","1","MEMBERID",""
"ZX_DTC_ORGMANAGE","","1","MEDICALORGID",""
"ZX_DTC_PRESCRIPMANAGE","","1","PRESCRIPMANAGEID",""
"ZX_ENTRY_GOODS","","1","",""
"ZX_ENTRY_GOODS_APPROVE","","1","APPROVEID",""
"ZX_ENTRY_SUPPLYER","","1","PKID",""
"ZX_ENTRY_SUPPLYER_APPROVE","","1","APPROVEID",""
"ZX_FILIALE_INFO_SET","分公司信息设置","1","SEQID",""
"ZX_GOODS_PRINTUNIT","","1","ZX_GOODS_PRINTUNIT_PK",""
"ZX_INSIPROM_FESTIVALS","","1","FESTIVAL_ID",""
"ZX_INVOICE_PRINTER","","1","SEQID",""
"ZX_PUB_TAXRATE","","1","SEQID",""
"ZX_REPORT_101002","","1","",""
"ZX_REPORT_101002_OTHER","","1","USEMM",""
"ZX_SASU_RECORDS","","1","RECORDSID",""
"ZX_SALES_INVNO","","1","",""
"ZX_SALES_INVNO_HIS","","1","",""
"T810","","1","",""
"ZX_BMS_ST_RG_DOC","","1","",""
"ZX_BMS_ST_RG_DTL","","1","",""
"NFN_ACCOUNT","","1","SEQID",""
"NFN_ACCOUNT_AUX","","1","AUXID",""
"NFN_ACCOUNT_TMP","","1","",""
"NFN_ACCOUNTBALANCE","","1","SEQID",""
"NFN_ACCOUNTCHARACTER","","1","SEQID",""
"NFN_ACCOUNTMAPPING","","1","SEQID",""
"NFN_ACCOUNTPERIOD","","1","SEQID",""
"NFN_ACCOUNTSET","","1","ACCOUNTSETID",""
"NFN_ACCOUNTSET_CRYPT","","1","",""
"NFN_ACCOUNTSETUP","","1","SEQID",""
"NFN_ACCOUNTTYPE","","1","SEQID",""
"NFN_ACCOUNTYEAR","","1","SEQID",""
"NFN_ATTCASHFLOW","","1","SEQID",""
"NFN_ATTITEM","","1","SEQID",""
"NFN_AUTH_ITEM","","1","AUTHITEMNAME",""
"NFN_AUTH_TREE","","1","",""
"NFN_AUTOAMORTIZE","","1","SEQID",""
"NFN_AUTOAMORTIZEENTRY","","1","DTLSEQID",""
"NFN_BANK_ACCOUNT","","1","BANKACCID",""
"NFN_CASHATT_KM","","1","SEQID",""
"NFN_CASHFLOW","","1","SEQID",""
"NFN_CASHFLOWITEM","","1","SEQID",""
"NFN_CM_ACCOUNT","","1","ACCID",""
"NFN_CM_BANK_ACC","","1","BANKACCID",""
"NFN_CM_CASH","","1","ACCID",""
"NFN_CM_CASH_ACC","","1","DEPTACCID",""
"NFN_CM_CHECK_MGR","","1","CHECKID",""
"NFN_CM_DEPT_ACC","","1","DEPTACCID",""
"NFN_CODE","","1","SEQID",""
"NFN_CODEPOLICY","","1","SEQID",""
"NFN_CODEPOLICY_COMMON","","1","SEQID",""
"NFN_COMB_ADJTPLT","","1","ADJTPLTID",""
"NFN_COMB_ADJTPLT_DTL","","1","ADJTPLTDTLID",""
"NFN_COMB_ADJTYPE","","1","ADJTYPEID",""
"NFN_COMB_ADJVCH","","1","ADJVCHID",""
"NFN_COMB_ADJVCH_DTL","","1","ADJVCHDTLID",""
"NFN_COMB_DFTADJTPLT","","1","DFTADJTPLTID",""
"NFN_COMB_DFTADJTPLT_DTL","","1","DFTADJTPLTDTLID",""
"NFN_COMB_DFTITEM","","1","DFTITEMID",""
"NFN_COMB_DFTITEMCASH","","1","DFTITEMCASHID",""
"NFN_COMB_DFTITEMKM","","1","DFTITEMKMID",""
"NFN_COMB_DFTOFFSETTPLT","","1","DFTOFFSETTPLTID",""
"NFN_COMB_DFTOFFSETTPLT_DTL","","1","DFTOFFSETTPLTDTLID",""
"NFN_COMB_DRAW","","1","DRAWID",""
"NFN_COMB_INTRANS","","1","INTRANSID",""
"NFN_COMB_ITEMATTCASH","","1","ITEMCASHID",""
"NFN_COMB_ITEMKM","","1","ITEMKMID",""
"NFN_COMB_ITEMKM_LOWER","","1","LOWERKMID",""
"NFN_COMB_OFFSET","","1","OFFSETID",""
"NFN_COMB_OFFSETTPLT","","1","OFFSETTPLTID",""
"NFN_COMB_OFFSETTYPE","","1","OFFSETTYPEID",""
"NFN_COMB_OFFSETVCH","","1","OFFSETVCHID",""
"NFN_COMB_ORIGINAL","","1","ORIGINALID",""
"NFN_COMB_PLAN","","1","PLANID",""
"NFN_COMB_PLANCOM","","1","PLANCOMID",""
"NFN_COMB_PLANSTR","","1","PLANSTRID",""
"NFN_COMB_SUM","","1","SUMID",""
"NFN_COMPANY_IMPRELATION","","1","SEQID",""
"NFN_DEFAULTCASHFLOW","","1","SEQID",""
"NFN_DYZX_CASHCOUNT","","1","SEQID",""
"NFN_DYZX_FINANCE","","1","SEQID",""
"NFN_DYZX_FINANCEINTEREST","","1","SEQID",""
"NFN_EXADJUSTMENTDTL","","1","DTLSEQID",""
"NFN_FOREIGNMONEY","","1","FMID",""
"NFN_FOREIGNMONEY_END","","1","DTLSEQID",""
"NFN_GDZC_ACCOUNTCLOSE","","1","SEQID",""
"NFN_GDZC_ACCOUNTSET","","1","SEQID",""
"NFN_GDZC_CARD","","1","GDZCID",""
"NFN_GDZC_CARD_DEPT","","1","SEQID",""
"NFN_GDZC_CHANGE","","1","CHANGEID",""
"NFN_GDZC_CHANGEDEPT_HISTORY","","1","SEQID",""
"NFN_GDZC_CHANGESUBTYPE","","1","SEQID",""
"NFN_GDZC_CLASS","","1","CLASSID",""
"NFN_GDZC_CODESTYLE","","1","SEQID",""
"NFN_GDZC_DEPT_DEPRE_LIST","","1","SEQID",""
"NFN_GDZC_DETAIL","","1","DETAILID",""
"NFN_GDZC_INITCARD","","1","GDZCID",""
"NFN_GDZC_RELATIONACCOUNT","","1","SEQID",""
"NFN_GLOBAL","","1","PARAMNAME",""
"NFN_GROUP","","1","GROUPID",""
"NFN_GROUP_AUTH","","1","SEQID",""
"NFN_LASTPERIOD","","1","SEQID",""
"NFN_MULTIPLE_ACCDTL","","1","DETAILID",""
"NFN_MULTIPLE_DOC","","1","MASTERID",""
"NFN_OPERATOR","","1","OPERATORID",""
"NFN_OPERATOR_GROUP","","1","SEQID",""
"NFN_OPERATOR_PROD","","1","SEQID",""
"NFN_PROJECT","","1","SEQID",""
"NFN_REPORT","","1","SEQID",""
"NFN_SYS_DDL","","1","SYSID",""
"NFN_SYS_DDL_DTL","","1","SYSDTLID",""
"NFN_TRANSFERPROFITLOSS_DTL","","1","DTLSEQID",""
